seconds,107_flow,107_density,107_speed,105_flow,105_density,105_speed,108_flow,108_density,108_speed,103_flow,103_density,103_speed
1,2,0.049333333,40.54054054,5,0.0872,57.33944954,4,0.054,74.07407407,3,0.188,15.95744681
2,4,0.060888889,65.69343066,4,0.076,52.63157895,7,0.0616,113.6363636,3,0.174,17.24137931
3,1,0.061333333,16.30434783,5,0.0712,70.2247191,7,0.0616,113.6363636,5,0.156,32.05128205
4,3,0.069777778,42.99363057,6,0.0732,81.96721311,6,0.0364,164.8351648,9,0.171,52.63157895
5,1,0.052,19.23076923,5,0.084,59.52380952,4,0.046,86.95652174,7,0.208,33.65384615
6,1,0.055111111,18.14516129,8,0.07,114.2857143,7,0.0468,149.5726496,1,0.187,5.347593583
7,2,0.056444444,35.43307087,6,0.0752,79.78723404,5,0.0448,111.6071429,1,0.17,5.882352941
8,1,0.062666667,15.95744681,4,0.0688,58.13953488,5,0.0536,93.28358209,4,0.082,48.7804878
9,2,0.059555556,33.58208955,9,0.0568,158.4507042,4,0.0472,84.74576271,3,0.124,24.19354839
10,1,0.053333333,18.75,5,0.07,71.42857143,7,0.0432,162.037037,2,0.124,16.12903226
11,3,0.051111111,58.69565217,1,0.0604,16.55629139,2,0.044,45.45454545,5,0.136,36.76470588
12,1,0.053777778,18.59504132,2,0.0592,33.78378378,6,0.05,120,3,0.166,18.07228916
13,2,0.053777778,37.19008264,8,0.076,105.2631579,6,0.0448,133.9285714,6,0.184,32.60869565
14,2,0.052444444,38.13559322,4,0.0756,52.91005291,3,0.0404,74.25742574,4,0.204,19.60784314
15,2,0.051111111,39.13043478,6,0.0724,82.87292818,1,0.0424,23.58490566,5,0.199,25.12562814
16,1,0.058666667,17.04545455,4,0.0564,70.92198582,7,0.0492,142.2764228,8,0.183,43.71584699
17,2,0.046666667,42.85714286,3,0.068,44.11764706,5,0.0568,88.02816901,9,0.199,45.22613065
18,2,0.056444444,35.43307087,5,0.0808,61.88118812,7,0.044,159.0909091,4,0.216,18.51851852
19,1,0.044888889,22.27722772,9,0.0652,138.0368098,3,0.0308,97.4025974,3,0.243,12.34567901
20,1,0.055555556,18,4,0.0784,51.02040816,7,0.0672,104.1666667,6,0.24,25
21,1,0.053777778,18.59504132,7,0.074,94.59459459,5,0.0536,93.28358209,5,0.192,26.04166667
22,1,0.047555556,21.02803738,4,0.064,62.5,6,0.052,115.3846154,7,0.183,38.25136612
23,2,0.055111111,36.29032258,4,0.0628,63.69426752,4,0.0464,86.20689655,7,0.125,56
24,1,0.037777778,26.47058824,8,0.0512,156.25,7,0.0404,173.2673267,3,0.154,19.48051948
25,1,0.047111111,21.22641509,4,0.072,55.55555556,4,0.0332,120.4819277,8,0.155,51.61290323
26,1,0.051111111,19.56521739,8,0.0824,97.08737864,4,0.0332,120.4819277,4,0.138,28.98550725
27,3,0.056444444,53.1496063,5,0.0936,53.41880342,4,0.0424,94.33962264,6,0.149,40.26845638
28,6,0.052,115.3846154,7,0.0968,72.31404959,2,0.064,31.25,4,0.147,27.21088435
29,4,0.059111111,67.66917293,5,0.086,58.13953488,3,0.0372,80.64516129,10,0.189,52.91005291
30,1,0.052444444,19.06779661,9,0.0816,110.2941176,3,0.0204,147.0588235,5,0.174,28.73563218
31,1,0.048888889,20.45454545,9,0.0908,99.11894273,5,0.0428,116.8224299,2,0.176,11.36363636
32,1,0.081333333,12.29508197,7,0.0888,78.82882883,3,0.0432,69.44444444,6,0.186,32.25806452
33,2,0.06,33.33333333,4,0.0656,60.97560976,3,0.044,68.18181818,2,0.185,10.81081081
34,2,0.041333333,48.38709677,5,0.1052,47.52851711,4,0.0552,72.46376812,4,0.213,18.77934272
35,1,0.066666667,15,9,0.0896,100.4464286,4,0.0436,91.74311927,11,0.186,59.13978495
36,2,0.067555556,29.60526316,5,0.0896,55.80357143,5,0.0392,127.5510204,3,0.216,13.88888889
37,2,0.061777778,32.37410072,6,0.082,73.17073171,5,0.0432,115.7407407,4,0.215,18.60465116
38,4,0.061333333,65.2173913,4,0.098,40.81632653,3,0.03,100,3,0.176,17.04545455
39,2,0.060888889,32.84671533,10,0.1104,90.57971014,1,0.0492,20.32520325,6,0.189,31.74603175
40,1,0.056888889,17.578125,1,0.0992,10.08064516,4,0.0448,89.28571429,5,0.175,28.57142857
41,2,0.054666667,36.58536585,5,0.082,60.97560976,3,0.0516,58.13953488,4,0.128,31.25
42,4,0.053333333,75,10,0.0832,120.1923077,3,0.0492,60.97560976,7,0.16,43.75
43,4,0.048888889,81.81818182,5,0.0964,51.86721992,4,0.0468,85.47008547,4,0.191,20.94240838
44,1,0.063555556,15.73426573,6,0.0888,67.56756757,5,0.0484,103.3057851,4,0.208,19.23076923
45,6,0.056888889,105.46875,4,0.0908,44.05286344,4,0.0456,87.71929825,9,0.179,50.27932961
46,1,0.056888889,17.578125,4,0.0904,44.24778761,4,0.0424,94.33962264,2,0.179,11.17318436
47,1,0.050666667,19.73684211,8,0.0928,86.20689655,7,0.0408,171.5686275,5,0.208,24.03846154
48,2,0.054666667,36.58536585,1,0.0932,10.72961373,4,0.0412,97.08737864,5,0.232,21.55172414
49,1,0.050666667,19.73684211,5,0.0696,71.83908046,5,0.0412,121.3592233,2,0.184,10.86956522
50,2,0.056888889,35.15625,5,0.0816,61.2745098,6,0.05,120,4,0.22,18.18181818
51,2,0.049777778,40.17857143,4,0.0924,43.29004329,4,0.0436,91.74311927,1,0.18,5.555555556
52,4,0.054222222,73.7704918,7,0.07,100,6,0.0472,127.1186441,2,0.174,11.49425287
53,1,0.064,15.625,6,0.072,83.33333333,4,0.0512,78.125,10,0.22,45.45454545
54,2,0.052888889,37.81512605,4,0.0632,63.29113924,4,0.0436,91.74311927,7,0.246,28.45528455
55,1,0.063111111,15.84507042,8,0.0672,119.047619,4,0.0452,88.49557522,16,0.246,65.04065041
56,5,0.057777778,86.53846154,2,0.064,31.25,4,0.0464,86.20689655,2,0.266,7.518796992
57,3,0.080888889,37.08791209,5,0.0432,115.7407407,7,0.0588,119.047619,8,0.217,36.86635945
58,4,0.059111111,67.66917293,3,0.0556,53.95683453,8,0.0708,112.9943503,2,0.234,8.547008547
59,4,0.061333333,65.2173913,7,0.072,97.22222222,6,0.0572,104.8951049,9,0.179,50.27932961
60,4,0.061333333,65.2173913,5,0.0636,78.6163522,6,0.0432,138.8888889,2,0.164,12.19512195
61,2,0.061333333,32.60869565,5,0.066,75.75757576,2,0.0504,39.68253968,6,0.205,29.26829268
62,1,0.059555556,16.79104478,4,0.0704,56.81818182,8,0.06,133.3333333,6,0.195,30.76923077
63,1,0.054666667,18.29268293,5,0.0652,76.68711656,4,0.0524,76.33587786,3,0.179,16.75977654
64,2,0.045777778,43.68932039,2,0.0748,26.73796791,5,0.0444,112.6126126,3,0.182,16.48351648
65,6,0.047555556,126.1682243,5,0.0776,64.43298969,6,0.0432,138.8888889,4,0.188,21.27659574
66,3,0.065777778,45.60810811,4,0.062,64.51612903,3,0.0472,63.55932203,3,0.162,18.51851852
67,2,0.063555556,31.46853147,5,0.0684,73.0994152,4,0.042,95.23809524,2,0.18,11.11111111
68,1,0.072,13.88888889,6,0.0832,72.11538462,3,0.0336,89.28571429,5,0.158,31.64556962
69,1,0.057777778,17.30769231,1,0.066,15.15151515,5,0.05,100,2,0.165,12.12121212
70,4,0.057777778,69.23076923,10,0.09,111.1111111,3,0.0508,59.05511811,6,0.192,31.25
71,2,0.056888889,35.15625,8,0.0892,89.68609865,5,0.042,119.047619,3,0.162,18.51851852
72,2,0.061777778,32.37410072,9,0.0832,108.1730769,5,0.0464,107.7586207,3,0.173,17.34104046
73,2,0.063111111,31.69014085,11,0.0796,138.1909548,7,0.0432,162.037037,7,0.173,40.46242775
74,1,0.061777778,16.18705036,9,0.0716,125.698324,7,0.0468,149.5726496,2,0.152,13.15789474
75,2,0.052,38.46153846,10,0.0792,126.2626263,2,0.0376,53.19148936,8,0.172,46.51162791
76,1,0.062666667,15.95744681,7,0.0964,72.61410788,3,0.0444,67.56756757,4,0.183,21.8579235
77,4,0.062222222,64.28571429,10,0.0896,111.6071429,3,0.0168,178.5714286,6,0.197,30.45685279
78,1,0.059555556,16.79104478,8,0.0764,104.7120419,1,0.014,71.42857143,5,0.165,30.3030303
79,1,0.052888889,18.90756303,9,0.08,112.5,5,0.0536,93.28358209,3,0.138,21.73913043
80,2,0.066666667,30,10,0.0836,119.6172249,4,0.0484,82.6446281,4,0.179,22.34636872
81,4,0.044444444,90,5,0.0776,64.43298969,5,0.068,73.52941176,7,0.202,34.65346535
82,1,0.056444444,17.71653543,5,0.0864,57.87037037,2,0.0464,43.10344828,5,0.214,23.36448598
83,1,0.062222222,16.07142857,5,0.0964,51.86721992,4,0.0396,101.010101,6,0.183,32.78688525
84,2,0.064,31.25,11,0.0768,143.2291667,4,0.0408,98.03921569,11,0.205,53.65853659
85,6,0.075111111,79.8816568,5,0.0712,70.2247191,4,0.0344,116.2790698,2,0.196,10.20408163
86,1,0.056,17.85714286,4,0.08,50,8,0.0516,155.0387597,2,0.187,10.69518717
87,2,0.053333333,37.5,7,0.0872,80.27522936,4,0.0448,89.28571429,4,0.138,28.98550725
88,3,0.047555556,63.08411215,3,0.0824,36.40776699,6,0.048,125,8,0.149,53.69127517
89,1,0.058222222,17.17557252,9,0.0896,100.4464286,7,0.0588,119.047619,1,0.164,6.097560976
90,3,0.058666667,51.13636364,6,0.0964,62.2406639,5,0.052,96.15384615,9,0.186,48.38709677
91,4,0.060444444,66.17647059,10,0.0864,115.7407407,6,0.0516,116.2790698,4,0.196,20.40816327
92,3,0.054666667,54.87804878,13,0.0856,151.8691589,9,0.0576,156.25,3,0.215,13.95348837
93,1,0.068444444,14.61038961,6,0.0784,76.53061224,7,0.0468,149.5726496,1,0.171,5.847953216
94,1,0.056444444,17.71653543,7,0.084,83.33333333,6,0.046,130.4347826,6,0.166,36.14457831
95,2,0.061333333,32.60869565,12,0.0864,138.8888889,6,0.0492,121.9512195,7,0.162,43.20987654
96,2,0.032444444,61.64383562,7,0.0912,76.75438596,6,0.0676,88.75739645,1,0.17,5.882352941
97,2,0.061777778,32.37410072,2,0.0748,26.73796791,5,0.0576,86.80555556,6,0.243,24.69135802
98,2,0.050666667,39.47368421,8,0.096,83.33333333,6,0.0572,104.8951049,4,0.14,28.57142857
99,3,0.060888889,49.27007299,10,0.0932,107.2961373,6,0.054,111.1111111,5,0.156,32.05128205
100,1,0.057333333,17.44186047,8,0.0904,88.49557522,7,0.0396,176.7676768,4,0.224,17.85714286
101,3,0.053333333,56.25,7,0.0948,73.83966245,5,0.0368,135.8695652,13,0.212,61.32075472
102,1,0.060444444,16.54411765,10,0.0892,112.1076233,4,0.0488,81.96721311,6,0.196,30.6122449
103,4,0.064,62.5,7,0.0992,70.56451613,5,0.0536,93.28358209,4,0.23,17.39130435
104,1,0.061777778,16.18705036,11,0.0944,116.5254237,5,0.036,138.8888889,4,0.211,18.95734597
105,1,0.060444444,16.54411765,10,0.1108,90.25270758,5,0.0372,134.4086022,4,0.127,31.49606299
106,1,0.065777778,15.2027027,7,0.1168,59.93150685,3,0.04,75,5,0.196,25.51020408
107,2,0.067111111,29.8013245,8,0.09,88.88888889,8,0.0512,156.25,4,0.208,19.23076923
108,4,0.052444444,76.27118644,10,0.0864,115.7407407,2,0.0216,92.59259259,6,0.203,29.55665025
109,3,0.064888889,46.23287671,11,0.084,130.952381,1,0.0172,58.13953488,3,0.197,15.2284264
110,2,0.058222222,34.35114504,6,0.0824,72.81553398,3,0.0352,85.22727273,5,0.169,29.58579882
111,2,0.060444444,33.08823529,11,0.0672,163.6904762,5,0.0412,121.3592233,4,0.163,24.5398773
112,2,0.061777778,32.37410072,10,0.094,106.3829787,4,0.042,95.23809524,3,0.177,16.94915254
113,4,0.063555556,62.93706294,10,0.0772,129.5336788,3,0.0396,75.75757576,6,0.206,29.12621359
114,2,0.068,29.41176471,18,0.1084,166.0516605,5,0.0468,106.8376068,2,0.194,10.30927835
115,4,0.049777778,80.35714286,11,0.0936,117.5213675,6,0.0448,133.9285714,9,0.221,40.7239819
116,1,0.067111111,14.90066225,14,0.0856,163.5514019,7,0.0476,147.0588235,1,0.218,4.587155963
117,3,0.064444444,46.55172414,7,0.0676,103.5502959,4,0.0516,77.51937984,3,0.192,15.625
118,1,0.070666667,14.1509434,12,0.0976,122.9508197,2,0.048,41.66666667,6,0.187,32.0855615
119,2,0.062666667,31.91489362,13,0.0776,167.5257732,3,0.0512,58.59375,8,0.145,55.17241379
120,3,0.051111111,58.69565217,10,0.0928,107.7586207,7,0.0544,128.6764706,6,0.154,38.96103896
121,1,0.053777778,18.59504132,9,0.0796,113.0653266,2,0.0464,43.10344828,11,0.18,61.11111111
122,2,0.055555556,36,9,0.102,88.23529412,4,0.046,86.95652174,5,0.186,26.88172043
123,1,0.043111111,23.19587629,13,0.0876,148.4018265,5,0.046,108.6956522,4,0.099,40.4040404
124,2,0.059555556,33.58208955,11,0.0856,128.5046729,5,0.0384,130.2083333,8,0.073,109.5890411
125,3,0.064888889,46.23287671,5,0.0772,64.76683938,2,0.016,125,6,0.108,55.55555556
126,5,0.060444444,82.72058824,6,0.0892,67.26457399,4,0.0512,78.125,1,0.135,7.407407407
127,3,0.049333333,60.81081081,4,0.0852,46.94835681,3,0.0392,76.53061224,1,0.117,8.547008547
128,1,0.053777778,18.59504132,10,0.0864,115.7407407,3,0.046,65.2173913,1,0.118,8.474576271
129,1,0.044444444,22.5,7,0.0644,108.6956522,4,0.0516,77.51937984,5,0.173,28.9017341
130,2,0.049777778,40.17857143,6,0.0788,76.14213198,4,0.036,111.1111111,4,0.178,22.47191011
131,1,0.044444444,22.5,8,0.0772,103.626943,5,0.0544,91.91176471,5,0.221,22.62443439
132,1,0.046666667,21.42857143,10,0.0852,117.370892,2,0.0432,46.2962963,2,0.198,10.1010101
133,1,0.054222222,18.44262295,5,0.0852,58.68544601,4,0.0476,84.03361345,2,0.197,10.15228426
134,2,0.051555556,38.79310345,3,0.0752,39.89361702,5,0.0504,99.20634921,5,0.198,25.25252525
135,2,0.048888889,40.90909091,2,0.0756,26.45502646,4,0.048,83.33333333,6,0.185,32.43243243
136,1,0.055555556,18,5,0.0776,64.43298969,9,0.058,155.1724138,9,0.201,44.7761194
137,3,0.059555556,50.37313433,3,0.0852,35.21126761,4,0.0548,72.99270073,3,0.215,13.95348837
138,3,0.063111111,47.53521127,7,0.0784,89.28571429,4,0.0508,78.74015748,3,0.16,18.75
139,3,0.063555556,47.2027972,3,0.0788,38.07106599,4,0.0384,104.1666667,4,0.178,22.47191011
140,4,0.047555556,84.11214953,6,0.0684,87.71929825,6,0.0448,133.9285714,4,0.196,20.40816327
141,4,0.064888889,61.64383562,6,0.0668,89.82035928,3,0.0448,66.96428571,15,0.162,92.59259259
142,6,0.086222222,69.58762887,4,0.0552,72.46376812,4,0.044,90.90909091,6,0.213,28.16901408
143,2,0.078222222,25.56818182,7,0.068,102.9411765,2,0.0488,40.98360656,5,0.229,21.83406114
144,2,0.068,29.41176471,7,0.062,112.9032258,6,0.0428,140.1869159,4,0.219,18.26484018
145,4,0.068888889,58.06451613,4,0.076,52.63157895,8,0.0512,156.25,2,0.252,7.936507937
146,1,0.064888889,15.4109589,2,0.0536,37.31343284,5,0.0636,78.6163522,7,0.21,33.33333333
147,3,0.065777778,45.60810811,7,0.0556,125.8992806,8,0.0648,123.4567901,10,0.196,51.02040816
148,5,0.056888889,87.890625,1,0.0468,21.36752137,7,0.0436,160.5504587,2,0.206,9.708737864
149,3,0.060444444,49.63235294,6,0.0528,113.6363636,3,0.0632,47.46835443,7,0.224,31.25
150,4,0.049777778,80.35714286,4,0.0776,51.54639175,5,0.0624,80.12820513,8,0.221,36.19909502
151,2,0.057333333,34.88372093,3,0.0972,30.86419753,2,0.0432,46.2962963,3,0.174,17.24137931
152,1,0.053333333,18.75,2,0.0596,33.55704698,3,0.0244,122.9508197,12,0.205,58.53658537
153,1,0.065333333,15.30612245,2,0.0548,36.49635036,3,0.02,150,2,0.214,9.345794393
154,2,0.059555556,33.58208955,7,0.0584,119.8630137,2,0.0412,48.54368932,3,0.166,18.07228916
155,2,0.070666667,28.30188679,7,0.0808,86.63366337,4,0.0396,101.010101,4,0.137,29.19708029
156,1,0.056,17.85714286,4,0.0728,54.94505495,7,0.0464,150.862069,7,0.168,41.66666667
157,2,0.063111111,31.69014085,7,0.084,83.33333333,1,0.0492,20.32520325,9,0.2,45
158,4,0.060444444,66.17647059,6,0.0656,91.46341463,4,0.0388,103.0927835,11,0.194,56.70103093
159,5,0.064888889,77.05479452,3,0.0656,45.73170732,2,0.0528,37.87878788,2,0.186,10.75268817
160,6,0.06,100,1,0.0572,17.48251748,3,0.036,83.33333333,4,0.169,23.66863905
161,1,0.059555556,16.79104478,7,0.052,134.6153846,5,0.0668,74.8502994,4,0.176,22.72727273
162,1,0.042222222,23.68421053,7,0.0548,127.7372263,5,0.048,104.1666667,3,0.171,17.54385965
163,1,0.069777778,14.33121019,4,0.0576,69.44444444,5,0.0424,117.9245283,5,0.175,28.57142857
164,2,0.054222222,36.8852459,2,0.0524,38.16793893,7,0.0432,162.037037,9,0.157,57.32484076
165,2,0.056444444,35.43307087,3,0.042,71.42857143,1,0.034,29.41176471,1,0.203,4.926108374
166,4,0.065777778,60.81081081,3,0.0468,64.1025641,4,0.0436,91.74311927,3,0.213,14.08450704
167,1,0.055111111,18.14516129,9,0.0608,148.0263158,3,0.0412,72.81553398,3,0.168,17.85714286
168,1,0.056,17.85714286,2,0.0692,28.9017341,8,0.0488,163.9344262,2,0.135,14.81481481
169,3,0.048888889,61.36363636,1,0.0244,40.98360656,7,0.0392,178.5714286,3,0.171,17.54385965
170,2,0.055111111,36.29032258,2,0.0456,43.85964912,7,0.0396,176.7676768,8,0.157,50.95541401
171,3,0.028888889,103.8461538,4,0.0524,76.33587786,7,0.0608,115.1315789,8,0.176,45.45454545
172,1,0.069333333,14.42307692,4,0.052,76.92307692,7,0.0416,168.2692308,4,0.168,23.80952381
173,4,0.051111111,78.26086957,3,0.0568,52.81690141,3,0.042,71.42857143,2,0.181,11.04972376
174,1,0.051555556,19.39655172,3,0.0568,52.81690141,9,0.0604,149.0066225,2,0.189,10.58201058
175,1,0.049333333,20.27027027,2,0.0568,35.21126761,1,0.0372,26.88172043,10,0.176,56.81818182
176,5,0.055111111,90.72580645,8,0.0648,123.4567901,5,0.0304,164.4736842,5,0.194,25.77319588
177,2,0.062222222,32.14285714,6,0.0748,80.21390374,2,0.0304,65.78947368,4,0.178,22.47191011
178,3,0.065777778,45.60810811,5,0.0624,80.12820513,4,0.0396,101.010101,3,0.167,17.96407186
179,1,0.051555556,19.39655172,5,0.06,83.33333333,6,0.0408,147.0588235,3,0.109,27.52293578
180,2,0.061333333,32.60869565,3,0.0724,41.43646409,3,0.0484,61.98347107,6,0.092,65.2173913
181,3,0.055555556,54,6,0.0476,126.0504202,1,0.0432,23.14814815,8,0.196,40.81632653
182,1,0.034222222,29.22077922,7,0.0764,91.62303665,4,0.0296,135.1351351,8,0.176,45.45454545
183,2,0.058666667,34.09090909,5,0.076,65.78947368,2,0.0344,58.13953488,10,0.164,60.97560976
184,2,0.068,29.41176471,7,0.0616,113.6363636,2,0.034,58.82352941,4,0.21,19.04761905
185,2,0.054666667,36.58536585,5,0.0884,56.56108597,2,0.0448,44.64285714,7,0.192,36.45833333
186,2,0.039555556,50.56179775,7,0.0768,91.14583333,5,0.038,131.5789474,14,0.189,74.07407407
187,2,0.052888889,37.81512605,3,0.0616,48.7012987,4,0.03,133.3333333,5,0.184,27.17391304
188,6,0.043111111,139.1752577,4,0.0632,63.29113924,2,0.0156,128.2051282,6,0.215,27.90697674
189,3,0.056,53.57142857,5,0.066,75.75757576,4,0.038,105.2631579,4,0.169,23.66863905
190,1,0.047555556,21.02803738,1,0.0656,15.24390244,4,0.0324,123.4567901,4,0.195,20.51282051
191,2,0.051555556,38.79310345,4,0.0496,80.64516129,5,0.0288,173.6111111,3,0.165,18.18181818
192,4,0.052444444,76.27118644,5,0.06,83.33333333,3,0.0392,76.53061224,8,0.222,36.03603604
193,3,0.047555556,63.08411215,2,0.0592,33.78378378,5,0.0688,72.6744186,9,0.172,52.3255814
194,3,0.064,46.875,5,0.0512,97.65625,6,0.0348,172.4137931,3,0.179,16.75977654
195,3,0.056,53.57142857,7,0.0608,115.1315789,5,0.052,96.15384615,4,0.177,22.59887006
196,3,0.049333333,60.81081081,1,0.0616,16.23376623,4,0.0376,106.3829787,3,0.184,16.30434783
197,5,0.056,89.28571429,3,0.0544,55.14705882,5,0.0564,88.65248227,2,0.168,11.9047619
198,1,0.063555556,15.73426573,4,0.0564,70.92198582,4,0.0524,76.33587786,16,0.193,82.9015544
199,3,0.048,62.5,4,0.0456,87.71929825,3,0.0296,101.3513514,1,0.205,4.87804878
200,1,0.059555556,16.79104478,3,0.0564,53.19148936,6,0.052,115.3846154,7,0.157,44.58598726
201,1,0.061777778,16.18705036,5,0.0636,78.6163522,10,0.0624,160.2564103,4,0.21,19.04761905
202,1,0.068,14.70588235,6,0.0804,74.62686567,3,0.0396,75.75757576,3,0.154,19.48051948
203,1,0.060888889,16.42335766,3,0.0592,50.67567568,3,0.0404,74.25742574,6,0.177,33.89830508
204,5,0.055555556,90,6,0.0748,80.21390374,3,0.0348,86.20689655,3,0.179,16.75977654
205,1,0.056888889,17.578125,1,0.0512,19.53125,1,0.0436,22.93577982,4,0.201,19.90049751
206,2,0.068,29.41176471,7,0.0712,98.31460674,6,0.0436,137.6146789,8,0.175,45.71428571
207,2,0.055555556,36,5,0.0564,88.65248227,4,0.0376,106.3829787,5,0.209,23.92344498
208,2,0.065333333,30.6122449,6,0.054,111.1111111,3,0.0344,87.20930233,5,0.194,25.77319588
209,2,0.065777778,30.40540541,2,0.0564,35.46099291,3,0.0516,58.13953488,2,0.22,9.090909091
210,3,0.059555556,50.37313433,1,0.036,27.77777778,3,0.0248,120.9677419,2,0.219,9.132420091
211,3,0.068444444,43.83116883,2,0.0308,64.93506494,1,0.0348,28.73563218,2,0.175,11.42857143
212,1,0.047111111,21.22641509,4,0.0548,72.99270073,2,0.0364,54.94505495,2,0.216,9.259259259
213,1,0.064,15.625,7,0.0808,86.63366337,5,0.0476,105.0420168,4,0.165,24.24242424
214,3,0.066222222,45.30201342,4,0.066,60.60606061,1,0.0392,25.51020408,4,0.185,21.62162162
215,2,0.066222222,30.20134228,4,0.06,66.66666667,3,0.0452,66.37168142,8,0.189,42.32804233
216,1,0.068444444,14.61038961,4,0.0732,54.64480874,2,0.0448,44.64285714,5,0.16,31.25
217,2,0.064888889,30.82191781,8,0.0764,104.7120419,1,0.0444,22.52252252,1,0.109,9.174311927
218,3,0.043111111,69.58762887,2,0.0664,30.12048193,5,0.0528,94.6969697,4,0.154,25.97402597
219,1,0.04,25,3,0.0564,53.19148936,6,0.0472,127.1186441,6,0.182,32.96703297
220,3,0.064444444,46.55172414,3,0.0448,66.96428571,2,0.0476,42.01680672,2,0.16,12.5
221,2,0.060888889,32.84671533,5,0.0604,82.78145695,6,0.0572,104.8951049,5,0.125,40
222,3,0.065333333,45.91836735,1,0.0428,23.36448598,2,0.0448,44.64285714,5,0.155,32.25806452
223,1,0.060444444,16.54411765,3,0.0456,65.78947368,5,0.0484,103.3057851,5,0.166,30.12048193
224,1,0.047111111,21.22641509,3,0.0536,55.97014925,3,0.0528,56.81818182,6,0.153,39.21568627
225,4,0.058666667,68.18181818,8,0.0632,126.5822785,3,0.0384,78.125,3,0.077,38.96103896
226,4,0.059555556,67.1641791,3,0.0976,30.73770492,5,0.04,125,5,0.126,39.68253968
227,3,0.064444444,46.55172414,5,0.0756,66.13756614,3,0.0372,80.64516129,5,0.136,36.76470588
228,2,0.072,27.77777778,6,0.076,78.94736842,2,0.0444,45.04504505,2,0.15,13.33333333
229,2,0.065333333,30.6122449,4,0.062,64.51612903,1,0.048,20.83333333,5,0.159,31.44654088
230,2,0.068444444,29.22077922,3,0.0524,57.2519084,5,0.0488,102.4590164,4,0.14,28.57142857
231,1,0.074222222,13.47305389,8,0.0532,150.3759398,2,0.0452,44.24778761,2,0.16,12.5
232,2,0.035111111,56.96202532,5,0.0492,101.6260163,2,0.0316,63.29113924,8,0.161,49.68944099
233,1,0.052444444,19.06779661,4,0.0716,55.86592179,3,0.0496,60.48387097,1,0.159,6.289308176
234,4,0.052888889,75.6302521,6,0.0548,109.4890511,3,0.0396,75.75757576,2,0.132,15.15151515
235,1,0.063111111,15.84507042,7,0.0656,106.7073171,3,0.0456,65.78947368,2,0.109,18.34862385
236,2,0.052444444,38.13559322,2,0.0728,27.47252747,6,0.0356,168.5393258,5,0.151,33.11258278
237,3,0.058222222,51.52671756,2,0.0632,31.64556962,1,0.036,27.77777778,2,0.132,15.15151515
238,3,0.051111111,58.69565217,4,0.0548,72.99270073,4,0.0328,121.9512195,4,0.185,21.62162162
239,3,0.06,50,1,0.0588,17.00680272,3,0.052,57.69230769,5,0.187,26.73796791
240,3,0.068,44.11764706,6,0.0448,133.9285714,1,0.042,23.80952381,4,0.19,21.05263158
241,2,0.062222222,32.14285714,8,0.076,105.2631579,6,0.0512,117.1875,3,0.187,16.04278075
242,2,0.060888889,32.84671533,3,0.0588,51.02040816,4,0.0312,128.2051282,3,0.206,14.5631068
243,2,0.068444444,29.22077922,5,0.0648,77.16049383,4,0.0532,75.18796992,7,0.142,49.29577465
244,3,0.077777778,38.57142857,4,0.0556,71.94244604,5,0.0408,122.5490196,2,0.152,13.15789474
245,1,0.067111111,14.90066225,3,0.0468,64.1025641,5,0.0416,120.1923077,5,0.169,29.58579882
246,5,0.052888889,94.53781513,3,0.0516,58.13953488,3,0.056,53.57142857,2,0.203,9.852216749
247,4,0.061777778,64.74820144,2,0.0696,28.73563218,5,0.0396,126.2626263,12,0.183,65.57377049
248,2,0.057333333,34.88372093,1,0.0512,19.53125,1,0.0324,30.86419753,5,0.12,41.66666667
249,1,0.059555556,16.79104478,2,0.0488,40.98360656,1,0.0264,37.87878788,2,0.136,14.70588235
250,1,0.051111111,19.56521739,1,0.0224,44.64285714,2,0.0424,47.16981132,2,0.138,14.49275362
251,1,0.046222222,21.63461538,2,0.0184,108.6956522,3,0.042,71.42857143,4,0.132,30.3030303
252,2,0.052888889,37.81512605,2,0.024,83.33333333,3,0.0576,52.08333333,5,0.159,31.44654088
253,2,0.054222222,36.8852459,4,0.0488,81.96721311,6,0.048,125,3,0.162,18.51851852
254,4,0.049777778,80.35714286,5,0.0652,76.68711656,5,0.0372,134.4086022,5,0.162,30.86419753
255,6,0.053777778,111.5702479,3,0.0556,53.95683453,8,0.0492,162.601626,10,0.2,50
256,2,0.049777778,40.17857143,6,0.0672,89.28571429,4,0.0512,78.125,4,0.177,22.59887006
257,3,0.051111111,58.69565217,6,0.064,93.75,4,0.0416,96.15384615,12,0.193,62.1761658
258,4,0.064888889,61.64383562,8,0.0816,98.03921569,1,0.0264,37.87878788,6,0.187,32.0855615
259,2,0.067555556,29.60526316,7,0.0872,80.27522936,2,0.056,35.71428571,5,0.193,25.90673575
260,3,0.046222222,64.90384615,2,0.0784,25.51020408,3,0.0364,82.41758242,4,0.19,21.05263158
261,5,0.072444444,69.01840491,3,0.0844,35.5450237,2,0.034,58.82352941,6,0.163,36.80981595
262,2,0.067111111,29.8013245,2,0.0796,25.12562814,4,0.0316,126.5822785,5,0.176,28.40909091
263,3,0.067555556,44.40789474,5,0.0768,65.10416667,3,0.0444,67.56756757,6,0.154,38.96103896
264,2,0.060888889,32.84671533,8,0.07,114.2857143,2,0.0384,52.08333333,7,0.142,49.29577465
265,3,0.060888889,49.27007299,8,0.0752,106.3829787,7,0.0532,131.5789474,6,0.177,33.89830508
