seconds,car_flow,car_density,car_speed,avg_travel_time
783,3,0.044,68.18181818181819,2.1119999999999997
784,2,0.031,64.51612903225806,2.232
785,1,0.061,16.39344262295082,8.784
786,1,0.061,16.39344262295082,8.784
787,1,0.054,18.51851851851852,7.776
790,1,0.024,41.66666666666666,3.456000000000001
792,1,0.033,30.3030303030303,4.752000000000001
793,1,0.015,66.66666666666667,2.16
794,1,0.027,37.03703703703704,3.888
795,1,0.024,41.66666666666666,3.456000000000001
799,2,0.049,40.81632653061224,3.5280000000000005
805,1,0.044,22.72727272727273,6.335999999999999
807,5,0.043,116.27906976744188,1.2384
808,3,0.04,75.0,1.9200000000000002
811,1,0.018,55.55555555555556,2.592
813,1,0.032,31.25,4.6080000000000005
816,1,0.041,24.390243902439025,5.904
819,2,0.023,86.95652173913044,1.656
825,1,0.03,33.333333333333336,4.32
827,1,0.018,55.55555555555556,2.592
834,2,0.0679999999999999,29.4117647058824,4.895999999999992
835,2,0.073,27.39726027397261,5.2559999999999985
836,1,0.086,11.627906976744187,12.384
838,2,0.062,32.25806451612903,4.464
839,1,0.074,13.513513513513514,10.656
840,1,0.02,50.0,2.88
841,1,0.058,17.241379310344826,8.352
842,1,0.021,47.61904761904761,3.0240000000000005
843,1,0.019,52.631578947368425,2.736
844,1,0.01,100.0,1.44
846,3,0.071,42.25352112676057,3.4079999999999995
848,1,0.047,21.27659574468085,6.768
849,1,0.031,32.25806451612903,4.464
853,1,0.033,30.3030303030303,4.752000000000001
854,4,0.046,86.95652173913044,1.656
855,1,0.023,43.47826086956522,3.312
857,1,0.014,71.42857142857143,2.016
858,1,0.028,35.714285714285715,4.032
